ISO3,FIPS,ISO2,UN,NAME,AREA,POP2005,REGION,SUBREGION,LON,LAT,country,ln_maddison_pcgdp2000,ln_export_area,ln_export_pop,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,atlantic_distance_minimum,indian_distance_minimum,saharan_distance_minimum,red_sea_distance_minimum,ethnic_fractionalization,state_dev,land_area,geometry
LSO,LT,LS,426,Lesotho,3035,1980831,2,18,28.243,-29.581,Lesotho,7.405495643615723,-2.3025851249694824,3.9120230674743652,0,1,0,0,0,0,0,0,29,28.243900299072266,8,42,-9,-4.605170249938965,0,0,0,1,0,1,0,0,0,-13.815510749816895,-9.21034049987793,-3.6375293731689453,-0.15206536650657654,7.202152252197266,3.0349998474121094,6.637324810028076,4.845831394195557,0.2549999952316284,1,0.0304,"list(list(c(3068479.12835162, 3006862.78832212, 3179902.70286878, 3276225.23186238, 3247065.75916603, 3158999.68548507, 3125844.28834721, 3068479.12835162, -3555704.28323103, -3455473.19235615, -3326100.9283151, -3411155.37261093, -3492486.12952574, -3524169.0253272, -3587446.23604577, -3555704.28323103)))"
MAR,MO,MA,504,Morocco,44630,30494991,2,15,-5.758,32.706,Morocco,7.885329246520996,-2.3025851249694824,3.9120230674743652,0,0,1,0,0,0,0,0,33,-6.354249954223633,0,72,0,1.4149622917175293,0,99,1,0,1,0,0,0,0,-5.4725213050842285,-7.779140472412109,-6.907755374908447,1.2681982517242432,5.793966293334961,13.675612449645996,1.0225958824157715,4.570610523223877,0.48410001397132874,0.8100000023841858,0.447,"list(list(c(-1007794.16314545, -761765.509389851, -658871.56821574, -600630.657786076, -595095.518745365, -522737.84972974, -328052.41679578, -325640.457388758, -324465.368843937, -245954.292335746, -194499.863342798, -185687.144534669, -112463.632519644, -131418.892772943, -317693.470260526, -425054.996558643, -403718.723716769, -547753.788339788, -616524.52072307, -793027.695947796, -964830.850951746, -964769.068634354, -1466629.94974124, -1275505.0707203, -1128563.23155369, -1073150.8380656, -1091951.58686567, 
-1007794.16314545, 3860156.03702057, 4031300.89965671, 4271853.101841, 4289115.43286282, 4278855.84807617, 4192304.13831129, 4208703.54133986, 4200178.88872791, 4201125.4140609, 4175551.36020254, 4129581.51422261, 3930013.18942938, 3830223.49916278, 3777830.79650268, 3774911.29935634, 3723413.23907738, 3628925.60991366, 3569023.91860212, 3491022.76040755, 3456967.22531494, 3338716.23469232, 3207012.37779452, 3207049.3308341, 3291205.08376798, 3430241.47745597, 3525169.83169295, 3690893.71171962, 
3860156.03702057)))"
MDG,MA,MG,450,Madagascar,58154,18642586,2,14,46.706,-19.374,Madagascar,6.559615135192871,5.363239288330078,11.35551929473877,0,0,1,0,0,0,0,0,19,46.72618103027344,8,71,1,2.107576847076416,0,3,1,0,0,0,0,1,0,-7.501954078674316,-9.21034049987793,-6.907755374908447,-0.07449699938297272,9.68648624420166,0.9039161205291748,5.73161506652832,3.4535467624664307,0.8791000247001648,0.5049999952316284,0.587,"list(list(c(5494389.77639906, 5559666.14925429, 5614243.88605053, 5585208.00690594, 5551069.53147315, 5525187.95369579, 5542442.33888069, 5246827.22778966, 5033280.00606748, 4899974.67803845, 4813330.75857626, 4842459.21145511, 4951737.83359317, 4891068.91494291, 4949171.24804341, 5137548.6056516, 5173820.52347386, 5158359.86055271, 5226140.82003475, 5227501.39913823, 5256909.27182048, 5258248.19376594, 5244477.21382005, 5238509.1805116, 5282666.00245164, 5279573.70000734, 5322327.05317803, 5343520.91787072, 
5309877.58452116, 5348716.08789317, 5332790.85770011, 5375308.53003358, 5425680.53167352, 5450140.38072477, 5424691.09680738, 5494389.77639906, -1356047.61028868, -1464239.22920688, -1756135.23620798, -1802374.69242519, -1739095.26261866, -1753535.03343221, -1901077.58252753, -2866910.83085039, -2948183.40208808, -2873936.59970569, -2545476.84506259, -2431736.10663743, -2269510.48085983, -1976707.58492155, -1826092.80802433, -1770424.58097541, -1800798.69433084, -1761304.08698881, -1712132.29127065, 
-1753599.16996212, -1740938.96738947, -1736834.10937907, -1724439.86936182, -1710530.15057881, -1650654.72990507, -1701944.58482325, -1643591.68714303, -1662196.07279298, -1622510.59397039, -1592069.11459062, -1527951.63650265, -1552204.45155386, -1508584.03250019, -1439428.98159628, -1395159.81409563, -1356047.61028868), c(5521941.0785943, 5520983.06783979, 5520828.49518259, 5521941.0785943, -1417080.05402229, -1415210.38737291, -1416763.03124192, -1417080.05402229)), list(c(5381462.56011086, 5366217.61946953, 
5374659.66459347, 5381462.56011086, -1507534.72315708, -1504483.28758187, -1482209.93387003, -1507534.72315708)), list(c(5547452.36143463, 5550451.24084435, 5567149.33432341, 5547452.36143463, -1931271.89820057, -1910803.72654389, -1888901.77003806, -1931271.89820057)), list(c(5256475.27935988, 5255145.27506772, 5254341.83697041, 5255022.12652215, 5256444.70454856, 5256475.27935988, -1739576.55059779, -1739319.93589576, -1738517.95006152, -1737715.99105214, -1737747.92793477, -1739576.55059779)))"
MLI,ML,ML,466,Mali,122019,1161109,2,11,-3.524,17.35,Mali,6.735780239105225,6.520308494567871,13.056465148925781,0,0,1,0,0,0,0,0,14,-3.5451900959014893,0,73,8,-4.605170249938965,0,89,1,0,0,0,1,0,0,-0.8741744756698608,-9.21034049987793,-6.907755374908447,-0.18017789721488953,3.897488832473755,10.79004955291748,2.2629168033599854,4.310750961303711,0.6905999779701233,0.11500000208616257,1.24,"list(list(c(-949987.176090899, -1019191.8318493, -1080015.68842383, -1149250.51176424, -1185858.48290906, -1216598.46973569, -1259641.93196276, -1266043.02532236, -1266599.40013735, -1342203.81342145, -1363088.57440868, -1318177.61640404, -1279524.81753284, -1213342.04067152, -1192942.74398366, -1047640.19563847, -1039507.75023856, -1039012.93510198, -611706.167883574, -593889.483382106, -623543.771215036, -732173.115193801, -535013.829215949, 130206.178240244, 129965.505501149, 199911.215109755, 
359902.036306648, 370910.309431709, 472582.073916401, 472551.23841745, 467634.590467575, 392287.770485173, 146106.831666175, 26165.4236719812, -80737.5776435642, -220505.432226005, -223412.0954501, -275484.792894913, -320507.404348793, -362623.241259085, -382680.230512765, -441298.625335709, -482817.455816867, -491753.850579278, -586993.908844412, -614466.891255247, -680316.71151961, -695012.331457703, -777906.835554877, -849986.205843513, -887659.838473705, -922807.631857792, -966315.185041979, 
-930383.702442711, -949987.176090899, 1288165.36369926, 1401081.57714121, 1349027.52514953, 1371325.27323317, 1333489.04839188, 1371262.05747508, 1348300.34570962, 1392151.24303019, 1458367.50228216, 1535778.67972774, 1662061.22765746, 1673422.64047345, 1763808.33243801, 1701520.07139588, 1739834.5010949, 1740410.32543827, 1770552.89363395, 1746859.4422771, 1746703.37421438, 1842744.5701929, 1863601.45590402, 2875642.06376489, 2875778.40194377, 2404109.95357429, 2361035.11944652, 2309592.96129364, 
2251752.02497999, 2152156.0641237, 2172210.85754616, 2113216.97991288, 1850382.4663516, 1730510.74947481, 1722259.55672855, 1679413.97068424, 1698741.74257273, 1628737.11931591, 1595768.55740515, 1607221.23024138, 1534728.50845343, 1539438.50290363, 1478760.68769724, 1517352.91742721, 1473635.74531129, 1379964.18805854, 1327946.86533746, 1168238.36658877, 1141252.89955747, 1202097.39968605, 1135566.5895781, 1169603.48891029, 1137614.90614211, 1232988.63544384, 1228295.42994429, 1266775.79956419, 
1288165.36369926)))"
MOZ,MZ,MZ,508,Mozambique,78409,20532675,2,14,37.923,-14.422,Mozambique,7.266827583312988,6.659775257110596,12.701247215270996,0,0,0,1,0,0,0,0,23,35.58900833129883,13,67,7,1.1248648166656494,0,13,1,0,0,1,0,0,0,-5.648630619049072,-9.21034049987793,-6.907755374908447,-0.02014795131981373,9.26425552368164,2.185372829437256,5.267767906188965,3.2983009815216064,0.6931999921798706,0.843999981880188,0.802,"list(list(c(4508531.99494394, 4524796.88574375, 4498420.17767823, 4546967.83212757, 4518210.55675146, 4351973.59892617, 4101164.21831895, 4112574.57744475, 4035640.67548211, 3884956.94295196, 3853787.70816883, 3930968.62808155, 3956881.6904679, 3951531.89837936, 3897541.94534461, 3652825.41442702, 3626356.08854515, 3655453.11100718, 3668255.40904587, 3661345.58561334, 3577073.72545659, 3558718.25461967, 3564016.61710347, 3484022.20838046, 3616645.13276582, 3618130.58005096, 3675645.24212269, 3640054.39716524, 
3681675.19629998, 3672185.98894628, 3671443.71058167, 3481702.4215118, 3386647.82151833, 3385866.47001246, 3363297.66776854, 3698281.61529753, 3744045.28060162, 3842995.6174949, 3850510.23972089, 3813310.8281215, 3928470.84134715, 3911243.70486892, 3986845.00120726, 3999059.64365406, 3847912.15412528, 3826638.10887876, 3854560.48807393, 3892478.3556669, 3989504.98043978, 4028621.20235115, 4170255.66215522, 4223615.43555257, 4371299.44176431, 4501405.43246284, 4508531.99494394, -1235729.77141194, 
-1432421.19666497, -1455384.91051624, -1654394.68142844, -1744549.25397185, -1919240.6975469, -2023182.81962628, -2050265.31246487, -2142153.24649613, -2256124.79791732, -2227806.1491106, -2561792.424157, -2539462.86059069, -2766241.94947509, -2833326.24257142, -2950583.35534158, -2996054.13574575, -3035422.69119239, -3009474.6705689, -3104387.48207255, -3103449.38541711, -2993860.18327261, -2809494.38596416, -2561396.00577297, -2432998.04328981, -2344081.44382645, -2266319.50506352, -2148396.54004776, 
-2078426.44442696, -1951694.88729181, -1886983.21805346, -1806878.24057611, -1805784.38058122, -1762130.41117498, -1687093.06416286, -1575658.25190377, -1636211.18936217, -1639885.21273483, -1721810.99109123, -1793048.79488729, -1936460.00720993, -1868896.59462036, -1806974.94747032, -1676014.51329685, -1498857.77507969, -1363448.47057882, -1297473.08894118, -1297050.04449903, -1279171.05873661, -1312343.23073525, -1314692.2617514, -1264442.65899573, -1251170.3227752, -1172981.65881176, -1235729.77141194
), c(3865445.1965642, 3866372.59924199, 3868877.17646535, 3865445.1965642, -1349438.98274452, -1356585.2291029, -1350735.42336519, -1349438.98274452), c(3851963.40435373, 3854313.35880436, 3854993.6322126, 3851963.40435373, -1347067.9702111, -1349881.63306895, -1347131.135648, -1347067.9702111)), list(c(4441801.5261879, 4431721.21233811, 4437348.74655616, 4441801.5261879, -1852639.15223532, -1846805.21000072, -1836945.87716533, -1852639.15223532)), list(c(3950542.49074519, 3944667.93857704, 3949553.08311103, 
3950542.49074519, -2473747.59526804, -2485532.04455228, -2454457.75273762, -2473747.59526804)), list(c(3668471.14621901, 3661884.81722675, 3671378.36604058, 3668471.14621901, -3006342.22738013, -3004139.53661716, -2995709.7726765, -3006342.22738013)))"
MRT,MR,MR,478,Mauritania,102522,2963105,2,11,-10.332,20.26,Mauritania,6.924612522125244,5.072949409484863,12.87463665008545,0,0,1,0,0,0,0,0,18,-10.342849731445312,0,69,7,-0.3119216859340668,0,99,1,0,0,0,1,0,0,-1.444775938987732,-9.21034049987793,-6.907755374908447,-1.4457082748413086,4.423710346221924,11.914300918579102,2.2552571296691895,4.973301887512207,0.6150000095367432,0.8579999804496765,1.03,"list(list(c(-741697.054228629, -535013.829215949, -732173.115193801, -623543.771215036, -593889.483382106, -611706.167883574, -1039012.93510198, -1039507.75023856, -1047640.19563847, -1192942.74398366, -1213342.04067152, -1279524.81753284, -1318177.61640404, -1363088.57440868, -1596909.04224795, -1812374.15056982, -1839852.81027467, -1785503.18396519, -1838070.58522707, -1802974.11012824, -1883495.06004272, -1898256.69243885, -1887205.56130985, -1752391.09010923, -1447122.5448136, -1458872.87366429, 
-1335864.83633771, -1335895.89447565, -964799.904133296, -964782.649612228, -741697.054228629, 3015087.52062759, 2875778.40194377, 2875642.06376489, 1863601.45590402, 1842744.5701929, 1746703.37421438, 1746859.4422771, 1770552.89363395, 1740410.32543827, 1739834.5010949, 1701520.07139588, 1763808.33243801, 1673422.64047345, 1662061.22765746, 1878797.46892619, 1864988.72382259, 1811700.99145537, 2005742.14422103, 2196448.20678904, 2299473.42180273, 2411165.64568226, 2363771.56349535, 2432267.21034422, 
2432261.35424255, 2432233.98595658, 2619090.56219191, 2687068.88834021, 2999080.94347066, 2999115.00343792, 3159807.86728042, 3015087.52062759)), list(c(-1828701.15764547, -1832319.15241575, -1819455.62865714, -1828701.15764547, 2226131.85694134, 2237492.12426904, 2257209.21375975, 2226131.85694134)))"
MUS,MP,MU,480,Mauritius,203,1241173,2,14,57.583,-20.255,Mauritius,9.273503303527832,-2.3025851249694824,3.9120230674743652,0,1,0,0,0,0,0,0,20,57.79386901855469,0,74,10,4.555573463439941,1,13,1,0,0,0,0,1,0,-13.815510749816895,-9.21034049987793,-6.907755374908447,-2.3025851249694824,10.31009578704834,0.031909551471471786,6.2738518714904785,3.883714199066162,0.4634000062942505,NA,0.0018600000000000001,"list(list(c(6408940.82709831, 6379132.02781215, 6414723.65200602, 6408940.82709831, -2334041.69679132, -2326317.76617015, -2271418.58687753, -2334041.69679132)), list(c(7065045.66068987, 7049708.17256786, 7064457.89377847, 7065045.66068987, -2241763.19188455, -2242025.74539012, -2234340.11348224, -2241763.19188455)), list(c(6296724.4351677, 6290849.77168007, 6291066.39940916, 6296724.4351677, -1163818.60817611, -1158097.36453226, -1154702.73952749, -1163818.60817611)))"
MWI,MI,MW,454,Malawi,9408,13226091,2,14,33.808,-13.4,Malawi,6.520621299743652,6.96882438659668,12.331350326538086,0,1,0,0,0,0,0,0,15,34.303619384765625,0,66,-1,-4.605170249938965,0,16,0,1,0,1,0,0,0,-13.815510749816895,-9.21034049987793,-6.907755374908447,0.9706658720970154,9.266990661621094,2.1831533908843994,4.82080078125,2.9221413135528564,0.6743999719619751,0.8610000014305115,0.118,"list(list(c(3688540.15797772, 3821071.80038062, 3892478.3556669, 3854560.48807393, 3826638.10887876, 3847912.15412528, 3999059.64365406, 3986845.00120726, 3911243.70486892, 3928470.84134715, 3813310.8281215, 3850510.23972089, 3842995.6174949, 3744045.28060162, 3698281.61529753, 3637796.94921144, 3678706.97339746, 3734304.71383772, 3703970.26391605, 3701434.1832768, 3751720.42553335, 3666908.44320726, 3688540.15797772, -1061755.96133431, -1088696.47919834, -1297050.04449903, -1297473.08894118, -1363448.47057882, 
-1498857.77507969, -1676014.51329685, -1806974.94747032, -1868896.59462036, -1936460.00720993, -1793048.79488729, -1721810.99109123, -1639885.21273483, -1636211.18936217, -1575658.25190377, -1529096.97771414, -1414513.23796679, -1386643.24354553, -1362151.60230119, -1219256.95879338, -1182456.46896581, -1051702.07908483, -1061755.96133431)), list(c(3866372.59924199, 3865445.1965642, 3868877.17646535, 3866372.59924199, -1356585.2291029, -1349438.98274452, -1350735.42336519, -1356585.2291029)), list(
    c(3854313.35880436, 3851963.40435373, 3854993.6322126, 3854313.35880436, -1349881.63306895, -1347067.9702111, -1347131.135648, -1349881.63306895)))"
MYT,MF,YT,175,Mayotte,0,0,2,14,45.155,-12.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"list(list(c(5032196.91339301, 5020230.2907717, 5018158.85768701, 5032196.91339301, -1442568.76818098, -1458113.8858333, -1421199.66183122, -1442568.76818098)), list(c(5040824.17392947, 5038598.11807207, 5040886.17888585, 5040824.17392947, -1437367.59089813, -1433340.71227438, -1430899.42612779, -1437367.59089813)))"
NAM,WA,"NA",516,Namibia,82329,2019677,2,18,17.218,-22.133,Namibia,8.2414398193359375,-1.465301752090454,7.080479145050049,0,0,0,0,0,0,1,0,24,17.21072006225586,0,35,-4,0.5923608541488647,0,0,0,1,0,1,0,0,0,-0.6370342969894409,-9.21034049987793,0.23638980090618134,-2.121290683746338,5.682841777801514,5.792153835296631,5.980784893035889,4.685065746307373,0.6328999996185303,0.6639999747276306,0.824,"list(list(c(2592043.28498345, 2613348.49968739, 2779647.35114957, 2812423.5941018, 2712020.98313164, 2628874.11774884, 2593422.1995159, 2336961.90759756, 2336812.40552143, 2226018.67668317, 2226494.67882581, 2225957.8962412, 2128768.74501178, 2023324.2516646, 1937484.56779951, 1899512.37629501, 1835612.76218986, 1702538.88254729, 1610050.86473355, 1615400.43418311, 1314095.64199616, 1308313.81896385, 1465026.28115688, 1557718.01363877, 2054015.81451274, 2105700.89749062, 2321474.91739943, 2592043.28498345, 
-1998082.52537113, -1993799.27796106, -1986078.61854224, -2014415.17823092, -2031534.54526734, -2094403.93125466, -2037074.38777879, -2074852.57650712, -2511158.80975266, -2512125.67518753, -2846957.67459008, -3302213.40080328, -3370838.74737062, -3364019.39713439, -3339245.51184202, -3252581.8396131, -3322066.31589785, -3163822.21525273, -2766716.48097472, -2578023.79505479, -2047142.52950109, -1950509.38315569, -1915328.81401193, -1970231.19993404, -1966251.73873778, -2015970.94478757, -2039467.28869926, 
-1998082.52537113)))"
NER,NG,NE,562,Niger,126670,1326419,2,11,9.398,17.426,Niger,6.220590114593506,2.7522919178009033,9.695232391357422,0,0,1,0,0,0,0,0,13,9.373100280761719,0,68,8,-4.605170249938965,0,90,1,0,0,0,1,0,0,-5.2036848068237305,-9.21034049987793,-6.907755374908447,-0.5869620442390442,5.158515453338623,9.223114013671875,1.768215298652649,2.953875780105591,0.6517999768257141,0.5820000171661377,1.27,"list(list(c(472551.23841745, 472582.073916401, 647044.428916415, 829420.041238961, 1334328.29340631, 1507698.71552113, 1584632.84012276, 1669557.36645405, 1692334.44746525, 1780740.71351007, 1724246.07193249, 1499349.64239215, 1516741.42039725, 1386948.01482887, 1193808.58698305, 1072555.72406783, 869961.820549433, 771814.987740719, 715011.211937194, 653971.06159205, 461140.990611137, 401246.540465234, 315993.732955601, 264723.760358913, 266935.789960459, 238502.009024596, 175699.225862225, 110113.566749508, 
110391.865476491, 143079.609433541, 67039.0463845081, 26165.4236719812, 146106.831666175, 392287.770485173, 467634.590467575, 472551.23841745, 2113216.97991288, 2172210.85754616, 2207529.20236327, 2374342.69532669, 2695305.99337694, 2652421.94033287, 2585424.75148035, 2632090.10919556, 2451100.29595051, 2314902.25645845, 1910835.6259407, 1627172.32653205, 1541921.86099191, 1467286.30618881, 1503911.04270394, 1437169.86951189, 1500065.14331861, 1459414.77943675, 1528969.38723712, 1545486.36709329, 
1514275.06064796, 1310820.6949357, 1390884.24895981, 1373065.41027455, 1333892.10734411, 1424844.40997587, 1417491.71350668, 1465127.7883888, 1502226.36475783, 1499742.50208363, 1540266.11070231, 1679413.97068424, 1722259.55672855, 1730510.74947481, 1850382.4663516, 2113216.97991288)))"
NGA,NI,NG,566,Nigeria,91077,141356083,2,11,8.105,9.594,Nigeria,7.05272102355957,7.6908159255981445,12.08836555480957,0,1,0,0,0,0,0,0,9,8.101409912109375,25,80,16,-0.07995250076055527,0,45,0,1,0,0,1,0,0,-11.857549667358398,0.1340378224849701,-6.907755374908447,1.8214788436889648,5.224331378936768,9.150605201721191,2.6416842937469482,3.3141520023345947,0.8504999876022339,0.4779999852180481,0.924,"list(list(c(653971.06159205, 715011.211937194, 771814.987740719, 869961.820549433, 1072555.72406783, 1193808.58698305, 1386948.01482887, 1516741.42039725, 1566790.66345791, 1577891.88835778, 1630304.77816645, 1630428.34280123, 1537012.69967071, 1424549.28979005, 1364096.46107833, 1320712.91780688, 1262393.86109467, 1181656.39477061, 1090436.19463752, 986878.010061832, 956427.899189234, 854593.496928482, 787214.258180108, 787368.880952812, 775031.007829739, 779854.815324273, 753416.436260863, 762383.889161225, 
748870.816173821, 745191.150405657, 679512.650837622, 606907.629913452, 595033.513789004, 627810.981255623, 585231.276027216, 612380.875317271, 576109.311673643, 503813.424975394, 377218.451016495, 423818.014376967, 302745.155078338, 310519.485676359, 344533.824005188, 429136.637008078, 401246.540465234, 461140.990611137, 653971.06159205, 1545486.36709329, 1528969.38723712, 1459414.77943675, 1500065.14331861, 1437169.86951189, 1503911.04270394, 1467286.30618881, 1541921.86099191, 1469063.84484922, 
1390885.16077489, 1367149.33144074, 1297472.8616797, 1238438.92023655, 980075.284026506, 939357.885717248, 790685.116984574, 718505.121077411, 788877.769316979, 758942.650553708, 651451.96883914, 536180.91866588, 501050.181808139, 529808.624234719, 494164.651497279, 526612.73403839, 486876.436872656, 532135.895714808, 484519.442267582, 513179.052139377, 482472.867146631, 476084.950230508, 548707.562807699, 594190.510569305, 617238.236518884, 605992.887141946, 626683.229774446, 621649.846905104, 703290.124665954, 
718785.188210297, 737770.823442578, 710067.00680931, 1010967.85262299, 1016228.53628971, 1185077.1218741, 1310820.6949357, 1514275.06064796, 1545486.36709329)), list(c(801902.197073343, 804406.885616176, 814487.644743948, 801902.197073343, 488116.922346552, 503686.815115663, 498382.815915706, 488116.922346552)), list(c(831154.621544508, 816621.194104497, 825093.831868254, 831154.621544508, 495343.165503814, 495095.067643825, 500119.698022174, 495343.165503814)))"
REU,RE,RE,638,Reunion,250,785159,2,14,55.538,-21.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"list(list(c(6201608.72077378, 6197619.5868212, 6147031.00082766, 6201608.72077378, -2391647.02670043, -2436517.22463135, -2395191.24528273, -2391647.02670043)))"
RWA,RW,RW,646,Rwanda,2467,9233793,2,14,29.917,-1.998,Rwanda,6.721425533294678,-2.3025851249694824,3.9120230674743652,0,0,0,0,1,0,0,0,2,29.917739868164063,7,83,12,-4.605170249938965,0,9,1,0,0,0,0,1,0,-3.5035247802734375,-9.21034049987793,-6.907755374908447,2.945035934448242,10.753802299499512,2.6227405071258545,3.5678131580352783,2.101731777191162,0.3237999975681305,0.9819999933242798,0.0263,"list(list(c(3334265.98984759, 3322979.19535657, 3230985.99267942, 3213608.01829117, 3294716.62379755, 3336801.5138894, 3393265.20864854, 3439122.71628338, 3403407.52745472, 3334265.98984759, -257155.883860608, -307329.704203055, -305657.983548516, -266625.907668669, -154285.37949957, -163039.024411741, -118376.594919708, -231162.209852408, -267152.129982423, -257155.883860608)))"
SDN,SU,SD,736,Sudan,237600,36899747,2,15,30.05,13.832,Sudan,6.898714542388916,5.841245174407959,11.956320762634277,0,1,0,0,0,0,0,0,12,30.041589736938477,0,41,5,-1.0792784690856934,0,73,0,1,0,0,0,1,0,-3.1810872554779053,-4.488462448120117,-6.907755374908447,0.40847522020339966,15.252874374389648,3.5275278091430664,1.827122688293457,0.9830829501152039,0.7146999835968018,0.5759999752044678,2.51,"list(list(c(3501430.79562866, 4106405.25126498, 4153267.97390169, 4130539.76214695, 4167058.90033811, 4297009.48902747, 4165941.14133106, 4118356.62311605, 4115821.43303274, 4056847.70639519, 4067927.6692723, 4023386.18065762, 3974226.04636993, 3906973.3778826, 3881091.81891213, 3851035.89035643, 3816712.30648218, 3798282.47422542, 3701682.20310228, 3672552.89798793, 3752734.54609448, 3863311.75852314, 3929794.0961342, 3987649.28452825, 4000883.94746917, 3828075.91142184, 3784491.54778901, 3731088.35979024, 
3675398.11285313, 3583744.99122033, 3470570.58375198, 3435187.90624231, 3299880.40101697, 3157360.50598315, 3056307.34390878, 3021520.0030359, 2943008.59256922, 2939391.0430769, 2806024.17053458, 2811187.8364345, 2693096.44705781, 2694055.3531515, 2617986.84891028, 2634839.61794096, 2545487.69282185, 2501008.54312203, 2429856.68683066, 2481775.31810021, 2458428.83789359, 2510810.66956434, 2491793.62699363, 2553205.25047957, 2553359.87325228, 2671623.58520072, 2671973.57367978, 2671760.39685492, 2783079.88764818, 
2783145.67746724, 3481084.15305995, 3501616.36521983, 3501430.79562866, 2511325.09277079, 2511538.5617261, 2399067.30984753, 2417201.50046061, 2138231.29821326, 2036949.38350898, 1924808.11478073, 1929427.6195084, 1835947.06370624, 1706487.65237495, 1604298.4635346, 1426268.52251912, 1421612.11626738, 1326019.81157472, 1202068.2809638, 1219382.78825019, 1181585.45304951, 958398.257721502, 945047.384934704, 885033.399796519, 855289.981944806, 745055.420057957, 599563.409991946, 594035.104707808, 515133.364662731, 
513701.939656848, 470503.532367291, 417994.32884887, 433210.900925781, 391130.952819001, 422797.716013457, 389124.010105455, 517491.246275281, 478007.459393584, 559136.552572053, 643619.410856879, 677847.46807677, 741537.457980752, 837009.920713286, 876667.17618556, 927606.485932407, 970752.398424035, 973818.240691607, 1103852.70591733, 1223313.21127711, 1416541.10076662, 1436606.39384285, 1500732.51922583, 1548892.82943854, 1588625.09296295, 1637872.22599517, 1702585.04460292, 1754048.3446573, 1769857.69871545, 
2213781.76609562, 2273260.98496608, 2272926.56073558, 2511488.61599389, 2511325.09277079, 2539428.9472779, 2511325.09277079)), list(c(4148722.46513413, 4145784.74377209, 4148193.36359439, 4148722.46513413, 2362225.73754463, 2366359.46751565, 2373968.77438904, 2362225.73754463)))"
SEN,SG,SN,686,Senegal,19253,1177034,2,11,-14.881,15.013,Senegal,7.2675251960754395,7.561687469482422,12.916816711425781,0,0,1,0,0,0,0,0,14,-14.465860366821289,0,74,12,0.9966473579406738,0,91,1,0,0,0,1,0,0,-13.815510749816895,-9.21034049987793,-6.907755374908447,0.8638997077941895,3.8977208137512207,10.790678024291992,3.0348379611968994,5.5183186531066895,0.6938999891281128,0.6940000057220459,0.196,"list(list(c(-1908940.91452622, -1952234.84560757, -1878887.5463188, -1839852.81027467, -1812374.15056982, -1596909.04224795, -1363088.57440868, -1342203.81342145, -1266599.40013735, -1266043.02532236, -1374284.08691724, -1526539.65065738, -1616018.92527395, -1861013.64359907, -1846450.27121603, -1739583.56005449, -1713207.07462797, -1742150.25355371, -1847687.25339772, -1865281.74419556, -1864698.76402228, -1759930.3139427, -1759250.04053446, -1701518.63941417, -1682223.186797, -1597558.48015723, 
-1536054.57281344, -1677615.67307307, -1844081.9490494, -1835751.57759488, -1864292.3365614, -1821527.06174182, -1867477.63247095, -1908940.91452622, 1644745.58675024, 1661108.50817899, 1715144.07150792, 1811700.99145537, 1864988.72382259, 1878797.46892619, 1662061.22765746, 1535778.67972774, 1458367.50228216, 1392151.24303019, 1380068.66678162, 1422879.29503556, 1423164.66319075, 1382424.71898411, 1417808.51524933, 1406212.75063568, 1440538.73905746, 1409000.37931828, 1435940.53415516, 1410077.45747775, 
1466585.33260646, 1477985.91902418, 1499492.97256392, 1502544.1148543, 1527887.87016648, 1486910.9498915, 1506199.4770807, 1554305.87255171, 1527219.60281426, 1569404.74672203, 1568703.78472437, 1593280.94658617, 1575650.56474961, 1644745.58675024)))"
SHN,SH,SH,654,Saint Helena,0,6399,2,11,-5.71,-15.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"list(list(c(-630315.781117947, -644880.04405691, -634984.96583979, -630315.781117947, -1803275.35727752, -1804047.28203044, -1793498.9407738, -1803275.35727752)), list(c(-1598980.92061058, -1600990.79401686, -1591095.71579974, -1598980.92061058, -891184.399288885, -880382.027856912, -887312.671827266, -891184.399288885)), list(c(-1358809.11922409, -1372754.8910722, -1364715.17480815, -1358809.11922409, -4454799.87760761, -4454102.34979545, -4446466.19424174, -4454799.87760761)), list(c(-1101197.2271735, 
-1116379.9812033, -1107876.39662109, -1101197.2271735, -4922901.54953589, -4911012.84344588, -4910607.46262856, -4922901.54953589)))"
